,,,Up_SR,Down_SR,Up_TR,Down_TR
period1,sc01,t2597, 45 , 45 ,,
period1,sc01,t2598, 45 , 45 ,,
period1,sc01,t2599, 45 , 45 ,,
period1,sc01,t2600, 45 , 45 ,,
period1,sc01,t2601, 45 , 45 ,,
period1,sc01,t2602, 45 , 45 ,,
period1,sc01,t2603, 10 , 10 ,,
period1,sc01,t2604, 10 , 10 ,,
period1,sc01,t2605, 10 , 10 ,,
period1,sc01,t2606, 10 , 10 ,,
period1,sc01,t2607, 10 , 10 ,,
period1,sc01,t2608, 10 , 10 ,,
period1,sc01,t2609, 45 , 45 ,,
period1,sc01,t2610, 45 , 45 ,,
period1,sc01,t2611, 45 , 45 ,,
period1,sc01,t2612, 45 , 45 ,,
period1,sc01,t2613, 45 , 45 ,,
period1,sc01,t2614, 45 , 45 ,,
period1,sc01,t2615, 45 , 45 ,,
period1,sc01,t2616, 45 , 45 ,,
period1,sc01,t2617, 45 , 45 ,,
period1,sc01,t2618, 45 , 45 ,,
period1,sc01,t2619, 45 , 45 ,,
period1,sc01,t2620, 45 , 45 ,,
period1,sc01,t2621, 45 , 45 ,,
period1,sc01,t2622, 45 , 45 ,,
period1,sc01,t2623, 45 , 45 ,,
period1,sc01,t2624, 45 , 45 ,,
period1,sc01,t2625, 45 , 45 ,,
period1,sc01,t2626, 45 , 45 ,,
period1,sc01,t2627, 10 , 10 ,,
period1,sc01,t2628, 10 , 10 ,,
period1,sc01,t2629, 10 , 10 ,,
period1,sc01,t2630, 10 , 10 ,,
period1,sc01,t2631, 10 , 10 ,,
period1,sc01,t2632, 10 , 10 ,,
period1,sc01,t2633, 45 , 45 ,,
period1,sc01,t2634, 45 , 45 ,,
period1,sc01,t2635, 45 , 45 ,,
period1,sc01,t2636, 45 , 45 ,,
period1,sc01,t2637, 45 , 45 ,,
period1,sc01,t2638, 45 , 45 ,,
period1,sc01,t2639, 45 , 45 ,,
period1,sc01,t2640, 45 , 45 ,,
period1,sc01,t2641, 45 , 45 ,,
period1,sc01,t2642, 45 , 45 ,,
period1,sc01,t2643, 45 , 45 ,,
period1,sc01,t2644, 45 , 45 ,,
period1,sc01,t2645, 45 , 45 ,,
period1,sc01,t2646, 45 , 45 ,,
period1,sc01,t2647, 45 , 45 ,,
period1,sc01,t2648, 45 , 45 ,,
period1,sc01,t2649, 45 , 45 ,,
period1,sc01,t2650, 45 , 45 ,,
period1,sc01,t2651, 10 , 10 ,,
period1,sc01,t2652, 10 , 10 ,,
period1,sc01,t2653, 10 , 10 ,,
period1,sc01,t2654, 10 , 10 ,,
period1,sc01,t2655, 10 , 10 ,,
period1,sc01,t2656, 10 , 10 ,,
period1,sc01,t2657, 45 , 45 ,,
period1,sc01,t2658, 45 , 45 ,,
period1,sc01,t2659, 45 , 45 ,,
period1,sc01,t2660, 45 , 45 ,,
period1,sc01,t2661, 45 , 45 ,,
period1,sc01,t2662, 45 , 45 ,,
period1,sc01,t2663, 45 , 45 ,,
period1,sc01,t2664, 45 , 45 ,,
period1,sc01,t2665, 45 , 45 ,,
period1,sc01,t2666, 45 , 45 ,,
period1,sc01,t2667, 45 , 45 ,,
period1,sc01,t2668, 45 , 45 ,,
period1,sc01,t2669, 45 , 45 ,,
period1,sc01,t2670, 45 , 45 ,,
period1,sc01,t2671, 45 , 45 ,,
period1,sc01,t2672, 45 , 45 ,,
period1,sc01,t2673, 45 , 45 ,,
period1,sc01,t2674, 45 , 45 ,,
period1,sc01,t2675, 10 , 10 ,,
period1,sc01,t2676, 10 , 10 ,,
period1,sc01,t2677, 10 , 10 ,,
period1,sc01,t2678, 10 , 10 ,,
period1,sc01,t2679, 10 , 10 ,,
period1,sc01,t2680, 10 , 10 ,,
period1,sc01,t2681, 45 , 45 ,,
period1,sc01,t2682, 45 , 45 ,,
period1,sc01,t2683, 45 , 45 ,,
period1,sc01,t2684, 45 , 45 ,,
period1,sc01,t2685, 45 , 45 ,,
period1,sc01,t2686, 45 , 45 ,,
period1,sc01,t2687, 45 , 45 ,,
period1,sc01,t2688, 45 , 45 ,,
period1,sc01,t2689, 45 , 45 ,,
period1,sc01,t2690, 45 , 45 ,,
period1,sc01,t2691, 45 , 45 ,,
period1,sc01,t2692, 45 , 45 ,,
period1,sc01,t2693, 45 , 45 ,,
period1,sc01,t2694, 45 , 45 ,,
period1,sc01,t2695, 45 , 45 ,,
period1,sc01,t2696, 45 , 45 ,,
period1,sc01,t2697, 45 , 45 ,,
period1,sc01,t2698, 45 , 45 ,,
period1,sc01,t2699, 10 , 10 ,,
period1,sc01,t2700, 10 , 10 ,,
period1,sc01,t2701, 10 , 10 ,,
period1,sc01,t2702, 10 , 10 ,,
period1,sc01,t2703, 10 , 10 ,,
period1,sc01,t2704, 10 , 10 ,,
period1,sc01,t2705, 45 , 45 ,,
period1,sc01,t2706, 45 , 45 ,,
period1,sc01,t2707, 45 , 45 ,,
period1,sc01,t2708, 45 , 45 ,,
period1,sc01,t2709, 45 , 45 ,,
period1,sc01,t2710, 45 , 45 ,,
period1,sc01,t2711, 45 , 45 ,,
period1,sc01,t2712, 45 , 45 ,,
period1,sc01,t2713, 45 , 45 ,,
period1,sc01,t2714, 45 , 45 ,,
period1,sc01,t2715, 45 , 45 ,,
period1,sc01,t2716, 45 , 45 ,,
period1,sc01,t2717, 45 , 45 ,,
period1,sc01,t2718, 45 , 45 ,,
period1,sc01,t2719, 45 , 45 ,,
period1,sc01,t2720, 45 , 45 ,,
period1,sc01,t2721, 45 , 45 ,,
period1,sc01,t2722, 45 , 45 ,,
period1,sc01,t2723, 10 , 10 ,,
period1,sc01,t2724, 10 , 10 ,,
period1,sc01,t2725, 10 , 10 ,,
period1,sc01,t2726, 10 , 10 ,,
period1,sc01,t2727, 10 , 10 ,,
period1,sc01,t2728, 10 , 10 ,,
period1,sc01,t2729, 45 , 45 ,,
period1,sc01,t2730, 45 , 45 ,,
period1,sc01,t2731, 45 , 45 ,,
period1,sc01,t2732, 45 , 45 ,,
period1,sc01,t2733, 45 , 45 ,,
period1,sc01,t2734, 45 , 45 ,,
period1,sc01,t2735, 45 , 45 ,,
period1,sc01,t2736, 45 , 45 ,,
period1,sc01,t2737, 45 , 45 ,,
period1,sc01,t2738, 45 , 45 ,,
period1,sc01,t2739, 45 , 45 ,,
period1,sc01,t2740, 45 , 45 ,,
period1,sc01,t2741, 45 , 45 ,,
period1,sc01,t2742, 45 , 45 ,,
period1,sc01,t2743, 45 , 45 ,,
period1,sc01,t2744, 45 , 45 ,,
period1,sc01,t2745, 45 , 45 ,,
period1,sc01,t2746, 45 , 45 ,,
period1,sc01,t2747, 10 , 10 ,,
period1,sc01,t2748, 10 , 10 ,,
period1,sc01,t2749, 10 , 10 ,,
period1,sc01,t2750, 10 , 10 ,,
period1,sc01,t2751, 10 , 10 ,,
period1,sc01,t2752, 10 , 10 ,,
period1,sc01,t2753, 45 , 45 ,,
period1,sc01,t2754, 45 , 45 ,,
period1,sc01,t2755, 45 , 45 ,,
period1,sc01,t2756, 45 , 45 ,,
period1,sc01,t2757, 45 , 45 ,,
period1,sc01,t2758, 45 , 45 ,,
period1,sc01,t2759, 45 , 45 ,,
period1,sc01,t2760, 45 , 45 ,,
period1,sc01,t2761, 45 , 45 ,,
period1,sc01,t2762, 45 , 45 ,,
period1,sc01,t2763, 45 , 45 ,,
period1,sc01,t2764, 45 , 45 ,,
period1,sc01,t2765, 45 , 45 ,,
period1,sc01,t2766, 45 , 45 ,,
period1,sc01,t2767, 45 , 45 ,,
period1,sc01,t2768, 45 , 45 ,,
period1,sc01,t2769, 45 , 45 ,,
period1,sc01,t2770, 45 , 45 ,,
period1,sc01,t2771, 10 , 10 ,,
period1,sc01,t2772, 10 , 10 ,,
period1,sc01,t2773, 10 , 10 ,,
period1,sc01,t2774, 10 , 10 ,,
period1,sc01,t2775, 10 , 10 ,,
period1,sc01,t2776, 10 , 10 ,,
period1,sc01,t2777, 45 , 45 ,,
period1,sc01,t2778, 45 , 45 ,,
period1,sc01,t2779, 45 , 45 ,,
period1,sc01,t2780, 45 , 45 ,,
period1,sc01,t2781, 45 , 45 ,,
period1,sc01,t2782, 45 , 45 ,,
period1,sc01,t2783, 45 , 45 ,,
period1,sc01,t2784, 45 , 45 ,,
period1,sc01,t2785, 45 , 45 ,,
period1,sc01,t2786, 45 , 45 ,,
period1,sc01,t2787, 45 , 45 ,,
period1,sc01,t2788, 45 , 45 ,,
period1,sc01,t2789, 45 , 45 ,,
period1,sc01,t2790, 45 , 45 ,,
period1,sc01,t2791, 45 , 45 ,,
period1,sc01,t2792, 45 , 45 ,,
period1,sc01,t2793, 45 , 45 ,,
period1,sc01,t2794, 45 , 45 ,,
period1,sc01,t2795, 10 , 10 ,,
period1,sc01,t2796, 10 , 10 ,,
period1,sc01,t2797, 10 , 10 ,,
period1,sc01,t2798, 10 , 10 ,,
period1,sc01,t2799, 10 , 10 ,,
period1,sc01,t2800, 10 , 10 ,,
period1,sc01,t2801, 45 , 45 ,,
period1,sc01,t2802, 45 , 45 ,,
period1,sc01,t2803, 45 , 45 ,,
period1,sc01,t2804, 45 , 45 ,,
period1,sc01,t2805, 45 , 45 ,,
period1,sc01,t2806, 45 , 45 ,,
period1,sc01,t2807, 45 , 45 ,,
period1,sc01,t2808, 45 , 45 ,,
period1,sc01,t2809, 45 , 45 ,,
period1,sc01,t2810, 45 , 45 ,,
period1,sc01,t2811, 45 , 45 ,,
period1,sc01,t2812, 45 , 45 ,,
period1,sc01,t2813, 45 , 45 ,,
period1,sc01,t2814, 45 , 45 ,,
period1,sc01,t2815, 45 , 45 ,,
period1,sc01,t2816, 45 , 45 ,,
period1,sc01,t2817, 45 , 45 ,,
period1,sc01,t2818, 45 , 45 ,,
period1,sc01,t2819, 10 , 10 ,,
period1,sc01,t2820, 10 , 10 ,,
period1,sc01,t2821, 10 , 10 ,,
period1,sc01,t2822, 10 , 10 ,,
period1,sc01,t2823, 10 , 10 ,,
period1,sc01,t2824, 10 , 10 ,,
period1,sc01,t2825, 45 , 45 ,,
period1,sc01,t2826, 45 , 45 ,,
period1,sc01,t2827, 45 , 45 ,,
period1,sc01,t2828, 45 , 45 ,,
period1,sc01,t2829, 45 , 45 ,,
period1,sc01,t2830, 45 , 45 ,,
period1,sc01,t2831, 45 , 45 ,,
period1,sc01,t2832, 45 , 45 ,,
period1,sc01,t2833, 45 , 45 ,,
period1,sc01,t2834, 45 , 45 ,,
period1,sc01,t2835, 45 , 45 ,,
period1,sc01,t2836, 45 , 45 ,,
period1,sc01,t2837, 45 , 45 ,,
period1,sc01,t2838, 45 , 45 ,,
period1,sc01,t2839, 45 , 45 ,,
period1,sc01,t2840, 45 , 45 ,,
period1,sc01,t2841, 45 , 45 ,,
period1,sc01,t2842, 45 , 45 ,,
period1,sc01,t2843, 10 , 10 ,,
period1,sc01,t2844, 10 , 10 ,,
period1,sc01,t2845, 10 , 10 ,,
period1,sc01,t2846, 10 , 10 ,,
period1,sc01,t2847, 10 , 10 ,,
period1,sc01,t2848, 10 , 10 ,,
period1,sc01,t2849, 45 , 45 ,,
period1,sc01,t2850, 45 , 45 ,,
period1,sc01,t2851, 45 , 45 ,,
period1,sc01,t2852, 45 , 45 ,,
period1,sc01,t2853, 45 , 45 ,,
period1,sc01,t2854, 45 , 45 ,,
period1,sc01,t2855, 45 , 45 ,,
period1,sc01,t2856, 45 , 45 ,,
period1,sc01,t2857, 45 , 45 ,,
period1,sc01,t2858, 45 , 45 ,,
period1,sc01,t2859, 45 , 45 ,,
period1,sc01,t2860, 45 , 45 ,,
period1,sc01,t2861, 45 , 45 ,,
period1,sc01,t2862, 45 , 45 ,,
period1,sc01,t2863, 45 , 45 ,,
period1,sc01,t2864, 45 , 45 ,,
period1,sc01,t2865, 45 , 45 ,,
period1,sc01,t2866, 45 , 45 ,,
period1,sc01,t2867, 10 , 10 ,,
period1,sc01,t2868, 10 , 10 ,,
period1,sc01,t2869, 10 , 10 ,,
period1,sc01,t2870, 10 , 10 ,,
period1,sc01,t2871, 10 , 10 ,,
period1,sc01,t2872, 10 , 10 ,,
period1,sc01,t2873, 45 , 45 ,,
period1,sc01,t2874, 45 , 45 ,,
period1,sc01,t2875, 45 , 45 ,,
period1,sc01,t2876, 45 , 45 ,,
period1,sc01,t2877, 45 , 45 ,,
period1,sc01,t2878, 45 , 45 ,,
period1,sc01,t2879, 45 , 45 ,,
period1,sc01,t2880, 45 , 45 ,,
period1,sc01,t2881, 45 , 45 ,,
period1,sc01,t2882, 45 , 45 ,,
period1,sc01,t2883, 45 , 45 ,,
period1,sc01,t2884, 45 , 45 ,,
period1,sc01,t2885, 45 , 45 ,,
period1,sc01,t2886, 45 , 45 ,,
period1,sc01,t2887, 45 , 45 ,,
period1,sc01,t2888, 45 , 45 ,,
period1,sc01,t2889, 45 , 45 ,,
period1,sc01,t2890, 45 , 45 ,,
period1,sc01,t2891, 10 , 10 ,,
period1,sc01,t2892, 10 , 10 ,,
period1,sc01,t2893, 10 , 10 ,,
period1,sc01,t2894, 10 , 10 ,,
period1,sc01,t2895, 10 , 10 ,,
period1,sc01,t2896, 10 , 10 ,,
period1,sc01,t2897, 45 , 45 ,,
period1,sc01,t2898, 45 , 45 ,,
period1,sc01,t2899, 45 , 45 ,,
period1,sc01,t2900, 45 , 45 ,,
period1,sc01,t2901, 45 , 45 ,,
period1,sc01,t2902, 45 , 45 ,,
period1,sc01,t2903, 45 , 45 ,,
period1,sc01,t2904, 45 , 45 ,,
period1,sc01,t2905, 45 , 45 ,,
period1,sc01,t2906, 45 , 45 ,,
period1,sc01,t2907, 45 , 45 ,,
period1,sc01,t2908, 45 , 45 ,,
period1,sc01,t2909, 45 , 45 ,,
period1,sc01,t2910, 45 , 45 ,,
period1,sc01,t2911, 45 , 45 ,,
period1,sc01,t2912, 45 , 45 ,,
period1,sc01,t2913, 45 , 45 ,,
period1,sc01,t2914, 45 , 45 ,,
period1,sc01,t2915, 10 , 10 ,,
period1,sc01,t2916, 10 , 10 ,,
period1,sc01,t2917, 10 , 10 ,,
period1,sc01,t2918, 10 , 10 ,,
period1,sc01,t2919, 10 , 10 ,,
period1,sc01,t2920, 10 , 10 ,,
period1,sc01,t2921, 45 , 45 ,,
period1,sc01,t2922, 45 , 45 ,,
period1,sc01,t2923, 45 , 45 ,,
period1,sc01,t2924, 45 , 45 ,,
period1,sc01,t2925, 45 , 45 ,,
period1,sc01,t2926, 45 , 45 ,,
period1,sc01,t2927, 45 , 45 ,,
period1,sc01,t2928, 45 , 45 ,,
period1,sc01,t2929, 45 , 45 ,,
period1,sc01,t2930, 45 , 45 ,,
period1,sc01,t2931, 45 , 45 ,,
period1,sc01,t2932, 45 , 45 ,,
period1,sc01,t2933, 45 , 45 ,,
period1,sc01,t2934, 45 , 45 ,,
period1,sc01,t2935, 45 , 45 ,,
period1,sc01,t2936, 45 , 45 ,,
period1,sc01,t2937, 45 , 45 ,,
period1,sc01,t2938, 45 , 45 ,,
period1,sc01,t2939, 10 , 10 ,,
period1,sc01,t2940, 10 , 10 ,,
period1,sc01,t2941, 10 , 10 ,,
period1,sc01,t2942, 10 , 10 ,,
period1,sc01,t2943, 10 , 10 ,,
period1,sc01,t2944, 10 , 10 ,,
period1,sc01,t2945, 45 , 45 ,,
period1,sc01,t2946, 45 , 45 ,,
period1,sc01,t2947, 45 , 45 ,,
period1,sc01,t2948, 45 , 45 ,,
period1,sc01,t2949, 45 , 45 ,,
period1,sc01,t2950, 45 , 45 ,,
period1,sc01,t2951, 45 , 45 ,,
period1,sc01,t2952, 45 , 45 ,,
period1,sc01,t2953, 45 , 45 ,,
period1,sc01,t2954, 45 , 45 ,,
period1,sc01,t2955, 45 , 45 ,,
period1,sc01,t2956, 45 , 45 ,,
period1,sc01,t2957, 45 , 45 ,,
period1,sc01,t2958, 45 , 45 ,,
period1,sc01,t2959, 45 , 45 ,,
period1,sc01,t2960, 45 , 45 ,,
period1,sc01,t2961, 45 , 45 ,,
period1,sc01,t2962, 45 , 45 ,,
period1,sc01,t2963, 10 , 10 ,,
period1,sc01,t2964, 10 , 10 ,,
period1,sc01,t2965, 10 , 10 ,,
period1,sc01,t2966, 10 , 10 ,,
period1,sc01,t2967, 10 , 10 ,,
period1,sc01,t2968, 10 , 10 ,,
period1,sc01,t2969, 45 , 45 ,,
period1,sc01,t2970, 45 , 45 ,,
period1,sc01,t2971, 45 , 45 ,,
period1,sc01,t2972, 45 , 45 ,,
period1,sc01,t2973, 45 , 45 ,,
period1,sc01,t2974, 45 , 45 ,,
period1,sc01,t2975, 45 , 45 ,,
period1,sc01,t2976, 45 , 45 ,,
period1,sc01,t2977, 45 , 45 ,,
period1,sc01,t2978, 45 , 45 ,,
period1,sc01,t2979, 45 , 45 ,,
period1,sc01,t2980, 45 , 45 ,,
period1,sc01,t2981, 45 , 45 ,,
period1,sc01,t2982, 45 , 45 ,,
period1,sc01,t2983, 45 , 45 ,,
period1,sc01,t2984, 45 , 45 ,,
period1,sc01,t2985, 45 , 45 ,,
period1,sc01,t2986, 45 , 45 ,,
period1,sc01,t2987, 10 , 10 ,,
period1,sc01,t2988, 10 , 10 ,,
period1,sc01,t2989, 10 , 10 ,,
period1,sc01,t2990, 10 , 10 ,,
period1,sc01,t2991, 10 , 10 ,,
period1,sc01,t2992, 10 , 10 ,,
period1,sc01,t2993, 45 , 45 ,,
period1,sc01,t2994, 45 , 45 ,,
period1,sc01,t2995, 45 , 45 ,,
period1,sc01,t2996, 45 , 45 ,,
period1,sc01,t2997, 45 , 45 ,,
period1,sc01,t2998, 45 , 45 ,,
period1,sc01,t2999, 45 , 45 ,,
period1,sc01,t3000, 45 , 45 ,,
period1,sc01,t3001, 45 , 45 ,,
period1,sc01,t3002, 45 , 45 ,,
period1,sc01,t3003, 45 , 45 ,,
period1,sc01,t3004, 45 , 45 ,,
period1,sc01,t3005, 45 , 45 ,,
period1,sc01,t3006, 45 , 45 ,,
period1,sc01,t3007, 45 , 45 ,,
period1,sc01,t3008, 45 , 45 ,,
period1,sc01,t3009, 45 , 45 ,,
period1,sc01,t3010, 45 , 45 ,,
period1,sc01,t3011, 10 , 10 ,,
period1,sc01,t3012, 10 , 10 ,,
period1,sc01,t3013, 10 , 10 ,,
period1,sc01,t3014, 10 , 10 ,,
period1,sc01,t3015, 10 , 10 ,,
period1,sc01,t3016, 10 , 10 ,,
period1,sc01,t3017, 45 , 45 ,,
period1,sc01,t3018, 45 , 45 ,,
period1,sc01,t3019, 45 , 45 ,,
period1,sc01,t3020, 45 , 45 ,,
period1,sc01,t3021, 45 , 45 ,,
period1,sc01,t3022, 45 , 45 ,,
period1,sc01,t3023, 45 , 45 ,,
period1,sc01,t3024, 45 , 45 ,,
period1,sc01,t3025, 45 , 45 ,,
period1,sc01,t3026, 45 , 45 ,,
period1,sc01,t3027, 45 , 45 ,,
period1,sc01,t3028, 45 , 45 ,,
period1,sc01,t3029, 45 , 45 ,,
period1,sc01,t3030, 45 , 45 ,,
period1,sc01,t3031, 45 , 45 ,,
period1,sc01,t3032, 45 , 45 ,,
period1,sc01,t3033, 45 , 45 ,,
period1,sc01,t3034, 45 , 45 ,,
period1,sc01,t3035, 10 , 10 ,,
period1,sc01,t3036, 10 , 10 ,,
period1,sc01,t3037, 10 , 10 ,,
period1,sc01,t3038, 10 , 10 ,,
period1,sc01,t3039, 10 , 10 ,,
period1,sc01,t3040, 10 , 10 ,,
period1,sc01,t3041, 45 , 45 ,,
period1,sc01,t3042, 45 , 45 ,,
period1,sc01,t3043, 45 , 45 ,,
period1,sc01,t3044, 45 , 45 ,,
period1,sc01,t3045, 45 , 45 ,,
period1,sc01,t3046, 45 , 45 ,,
period1,sc01,t3047, 45 , 45 ,,
period1,sc01,t3048, 45 , 45 ,,
period1,sc01,t3049, 45 , 45 ,,
period1,sc01,t3050, 45 , 45 ,,
period1,sc01,t3051, 45 , 45 ,,
period1,sc01,t3052, 45 , 45 ,,
period1,sc01,t3053, 45 , 45 ,,
period1,sc01,t3054, 45 , 45 ,,
period1,sc01,t3055, 45 , 45 ,,
period1,sc01,t3056, 45 , 45 ,,
period1,sc01,t3057, 45 , 45 ,,
period1,sc01,t3058, 45 , 45 ,,
period1,sc01,t3059, 10 , 10 ,,
period1,sc01,t3060, 10 , 10 ,,
period1,sc01,t3061, 10 , 10 ,,
period1,sc01,t3062, 10 , 10 ,,
period1,sc01,t3063, 10 , 10 ,,
period1,sc01,t3064, 10 , 10 ,,
period1,sc01,t3065, 45 , 45 ,,
period1,sc01,t3066, 45 , 45 ,,
period1,sc01,t3067, 45 , 45 ,,
period1,sc01,t3068, 45 , 45 ,,
period1,sc01,t3069, 45 , 45 ,,
period1,sc01,t3070, 45 , 45 ,,
period1,sc01,t3071, 45 , 45 ,,
period1,sc01,t3072, 45 , 45 ,,
period1,sc01,t3073, 45 , 45 ,,
period1,sc01,t3074, 45 , 45 ,,
period1,sc01,t3075, 45 , 45 ,,
period1,sc01,t3076, 45 , 45 ,,
period1,sc01,t3077, 45 , 45 ,,
period1,sc01,t3078, 45 , 45 ,,
period1,sc01,t3079, 45 , 45 ,,
period1,sc01,t3080, 45 , 45 ,,
period1,sc01,t3081, 45 , 45 ,,
period1,sc01,t3082, 45 , 45 ,,
period1,sc01,t3083, 10 , 10 ,,
period1,sc01,t3084, 10 , 10 ,,
period1,sc01,t3085, 10 , 10 ,,
period1,sc01,t3086, 10 , 10 ,,
period1,sc01,t3087, 10 , 10 ,,
period1,sc01,t3088, 10 , 10 ,,
period1,sc01,t3089, 45 , 45 ,,
period1,sc01,t3090, 45 , 45 ,,
period1,sc01,t3091, 45 , 45 ,,
period1,sc01,t3092, 45 , 45 ,,
period1,sc01,t3093, 45 , 45 ,,
period1,sc01,t3094, 45 , 45 ,,
period1,sc01,t3095, 45 , 45 ,,
period1,sc01,t3096, 45 , 45 ,,
period1,sc01,t3097, 45 , 45 ,,
period1,sc01,t3098, 45 , 45 ,,
period1,sc01,t3099, 45 , 45 ,,
period1,sc01,t3100, 45 , 45 ,,
period1,sc01,t3101, 45 , 45 ,,
period1,sc01,t3102, 45 , 45 ,,
period1,sc01,t3103, 45 , 45 ,,
period1,sc01,t3104, 45 , 45 ,,
period1,sc01,t3105, 45 , 45 ,,
period1,sc01,t3106, 45 , 45 ,,
period1,sc01,t3107, 10 , 10 ,,
period1,sc01,t3108, 10 , 10 ,,
period1,sc01,t3109, 10 , 10 ,,
period1,sc01,t3110, 10 , 10 ,,
period1,sc01,t3111, 10 , 10 ,,
period1,sc01,t3112, 10 , 10 ,,
period1,sc01,t3113, 45 , 45 ,,
period1,sc01,t3114, 45 , 45 ,,
period1,sc01,t3115, 45 , 45 ,,
period1,sc01,t3116, 45 , 45 ,,
period1,sc01,t3117, 45 , 45 ,,
period1,sc01,t3118, 45 , 45 ,,
period1,sc01,t3119, 45 , 45 ,,
period1,sc01,t3120, 45 , 45 ,,
period1,sc01,t3121, 45 , 45 ,,
period1,sc01,t3122, 45 , 45 ,,
period1,sc01,t3123, 45 , 45 ,,
period1,sc01,t3124, 45 , 45 ,,
period1,sc01,t3125, 45 , 45 ,,
period1,sc01,t3126, 45 , 45 ,,
period1,sc01,t3127, 45 , 45 ,,
period1,sc01,t3128, 45 , 45 ,,
period1,sc01,t3129, 45 , 45 ,,
period1,sc01,t3130, 45 , 45 ,,
period1,sc01,t3131, 10 , 10 ,,
period1,sc01,t3132, 10 , 10 ,,
period1,sc01,t3133, 10 , 10 ,,
period1,sc01,t3134, 10 , 10 ,,
period1,sc01,t3135, 10 , 10 ,,
period1,sc01,t3136, 10 , 10 ,,
period1,sc01,t3137, 45 , 45 ,,
period1,sc01,t3138, 45 , 45 ,,
period1,sc01,t3139, 45 , 45 ,,
period1,sc01,t3140, 45 , 45 ,,
period1,sc01,t3141, 45 , 45 ,,
period1,sc01,t3142, 45 , 45 ,,
period1,sc01,t3143, 45 , 45 ,,
period1,sc01,t3144, 45 , 45 ,,
period1,sc01,t3145, 45 , 45 ,,
period1,sc01,t3146, 45 , 45 ,,
period1,sc01,t3147, 45 , 45 ,,
period1,sc01,t3148, 45 , 45 ,,
period1,sc01,t3149, 45 , 45 ,,
period1,sc01,t3150, 45 , 45 ,,
period1,sc01,t3151, 45 , 45 ,,
period1,sc01,t3152, 45 , 45 ,,
period1,sc01,t3153, 45 , 45 ,,
period1,sc01,t3154, 45 , 45 ,,
period1,sc01,t3155, 10 , 10 ,,
period1,sc01,t3156, 10 , 10 ,,
period1,sc01,t3157, 10 , 10 ,,
period1,sc01,t3158, 10 , 10 ,,
period1,sc01,t3159, 10 , 10 ,,
period1,sc01,t3160, 10 , 10 ,,
period1,sc01,t3161, 45 , 45 ,,
period1,sc01,t3162, 45 , 45 ,,
period1,sc01,t3163, 45 , 45 ,,
period1,sc01,t3164, 45 , 45 ,,
period1,sc01,t3165, 45 , 45 ,,
period1,sc01,t3166, 45 , 45 ,,
period1,sc01,t3167, 45 , 45 ,,
period1,sc01,t3168, 45 , 45 ,,
period1,sc01,t3169, 45 , 45 ,,
period1,sc01,t3170, 45 , 45 ,,
period1,sc01,t3171, 45 , 45 ,,
period1,sc01,t3172, 45 , 45 ,,
period1,sc01,t3173, 45 , 45 ,,
period1,sc01,t3174, 45 , 45 ,,
period1,sc01,t3175, 45 , 45 ,,
period1,sc01,t3176, 45 , 45 ,,
period1,sc01,t3177, 45 , 45 ,,
period1,sc01,t3178, 45 , 45 ,,
period1,sc01,t3179, 10 , 10 ,,
period1,sc01,t3180, 10 , 10 ,,
period1,sc01,t3181, 10 , 10 ,,
period1,sc01,t3182, 10 , 10 ,,
period1,sc01,t3183, 10 , 10 ,,
period1,sc01,t3184, 10 , 10 ,,
period1,sc01,t3185, 45 , 45 ,,
period1,sc01,t3186, 45 , 45 ,,
period1,sc01,t3187, 45 , 45 ,,
period1,sc01,t3188, 45 , 45 ,,
period1,sc01,t3189, 45 , 45 ,,
period1,sc01,t3190, 45 , 45 ,,
period1,sc01,t3191, 45 , 45 ,,
period1,sc01,t3192, 45 , 45 ,,
period1,sc01,t3193, 45 , 45 ,,
period1,sc01,t3194, 45 , 45 ,,
period1,sc01,t3195, 45 , 45 ,,
period1,sc01,t3196, 45 , 45 ,,
period1,sc01,t3197, 45 , 45 ,,
period1,sc01,t3198, 45 , 45 ,,
period1,sc01,t3199, 45 , 45 ,,
period1,sc01,t3200, 45 , 45 ,,
period1,sc01,t3201, 45 , 45 ,,
period1,sc01,t3202, 45 , 45 ,,
period1,sc01,t3203, 10 , 10 ,,
period1,sc01,t3204, 10 , 10 ,,
period1,sc01,t3205, 10 , 10 ,,
period1,sc01,t3206, 10 , 10 ,,
period1,sc01,t3207, 10 , 10 ,,
period1,sc01,t3208, 10 , 10 ,,
period1,sc01,t3209, 45 , 45 ,,
period1,sc01,t3210, 45 , 45 ,,
period1,sc01,t3211, 45 , 45 ,,
period1,sc01,t3212, 45 , 45 ,,
period1,sc01,t3213, 45 , 45 ,,
period1,sc01,t3214, 45 , 45 ,,
period1,sc01,t3215, 45 , 45 ,,
period1,sc01,t3216, 45 , 45 ,,
period1,sc01,t3217, 45 , 45 ,,
period1,sc01,t3218, 45 , 45 ,,
period1,sc01,t3219, 45 , 45 ,,
period1,sc01,t3220, 45 , 45 ,,
period1,sc01,t3221, 45 , 45 ,,
period1,sc01,t3222, 45 , 45 ,,
period1,sc01,t3223, 45 , 45 ,,
period1,sc01,t3224, 45 , 45 ,,
period1,sc01,t3225, 45 , 45 ,,
period1,sc01,t3226, 45 , 45 ,,
period1,sc01,t3227, 10 , 10 ,,
period1,sc01,t3228, 10 , 10 ,,
period1,sc01,t3229, 10 , 10 ,,
period1,sc01,t3230, 10 , 10 ,,
period1,sc01,t3231, 10 , 10 ,,
